64,153,255
63,154,254
62,156,254
61,157,254
60,159,253
59,161,253
58,162,252
57,164,252
56,165,251
55,167,250
54,168,250
53,170,249
52,171,248
51,173,247
50,174,246
49,176,245
48,177,244
47,179,243
46,180,242
45,182,241
44,183,239
43,184,238
42,186,237
41,187,236
40,189,234
39,190,233
38,192,231
37,193,230
36,194,229
35,196,227
34,197,226
33,198,224
32,200,223
31,201,221
30,202,219
30,204,218
29,205,216
28,206,215
27,207,213
27,209,211
26,210,210
26,211,208
25,212,207
25,213,205
25,215,203
24,216,202
24,217,200
24,218,199
24,219,197
24,220,195
24,221,194
24,222,192
24,223,191
24,224,189
24,225,188
25,226,186
25,227,185
26,228,184
26,229,182
27,229,181
28,230,179
29,231,178
30,232,176
31,233,175
32,233,173
33,234,172
34,235,170
36,236,168
37,236,167
38,237,165
40,238,163
41,239,161
43,239,160
45,240,158
46,241,156
48,241,154
50,242,152
52,243,150
54,243,148
56,244,146
58,244,144
60,245,142
62,245,140
64,246,138
66,247,136
68,247,134
70,248,132
72,248,130
75,248,128
77,249,126
79,249,124
81,250,122
84,250,120
86,251,118
88,251,116
91,251,114
93,252,111
96,252,109
98,252,107
100,253,105
103,253,104
105,253,102
108,253,100
110,254,98
112,254,96
115,254,94
117,254,92
119,254,90
122,254,89
124,255,87
126,255,85
129,255,83
131,255,82
133,255,80
135,255,78
137,255,77
140,255,75
142,255,74
144,255,72
146,255,71
148,254,70
150,254,68
152,254,67
154,254,66
155,254,65
157,254,64
159,253,63
161,253,62
162,253,61
164,252,60
165,252,59
167,252,58
169,251,57
170,251,57
172,251,56
173,250,56
175,250,55
177,249,55
178,249,54
180,248,54
181,247,53
183,247,53
184,246,53
186,246,53
188,245,52
189,244,52
191,244,52
192,243,52
194,242,52
195,241,52
197,241,52
198,240,52
200,239,52
201,238,52
203,237,52
204,236,52
206,235,52
207,235,52
209,234,53
210,233,53
211,232,53
213,231,53
214,230,53
216,229,54
217,228,54
218,227,54
220,226,54
221,225,54
222,223,55
223,222,55
225,221,55
226,220,55
227,219,56
228,218,56
229,217,56
230,216,56
232,214,57
233,213,57
234,212,57
235,211,57
236,210,57
237,209,58
238,207,58
239,206,58
240,205,58
241,204,58
241,202,58
242,201,58
243,200,58
244,199,58
245,197,58
245,196,58
246,195,58
247,194,58
247,192,58
248,191,58
249,190,57
249,188,57
250,187,57
250,186,56
250,184,56
251,183,56
251,182,55
252,180,55
252,179,54
252,177,54
253,176,53
253,174,53
253,173,52
253,171,52
254,170,51
254,168,50
254,167,50
254,165,49
254,163,49
254,162,48
254,160,47
254,158,47
254,156,46
254,155,45
254,153,44
254,151,44
254,149,43
254,148,42
254,146,41
254,144,41
253,142,40
253,141,39
253,139,38
253,137,38
252,135,37
252,133,36
252,131,35
252,130,34
251,128,34
251,126,33
250,124,32
250,122,31
250,120,30
249,119,30
249,117,29
248,115,28
248,113,27
247,111,27
247,110,26
246,108,25
246,106,24
245,104,24
245,103,23
244,101,22
243,99,21
243,97,21
242,96,20
241,94,19
241,92,19
240,91,18
